日期,类型,价格,实际价格,数量,金额,手续费,原因,收入,印花税,盈亏,盈亏率,成本价
2025-09-08,sell,1501.23,1499.72877,700,,314.9430417,signal,1049810.139,1049.810139,51846.78281930031,5.202373619953822,1423.7122899999997
2025-06-16,buy,1422.29,1423.7122899999997,700,996598.6029999998,298.9795808999999,signal,,,,,
2025-03-10,sell,1522.9,1521.3771000000002,700,,319.489191,signal,1064963.9700000002,1064.9639700000002,54431.3768390005,5.393794496712891,1441.6401999999998
2025-01-07,buy,1440.2,1441.6401999999998,700,1009148.1399999999,302.74444199999994,signal,,,,,
2025-01-06,sell,1442.8585571399997,1441.4156985828597,700,,302.6972967024005,stop_loss,1008990.9890080018,1008.9909890080017,-56543.85927770857,-5.313158123500016,1520.3187999999998
2024-12-09,buy,1518.8,1520.3187999999998,700,1064223.16,319.26694799999996,signal,,,,,
2024-10-08,sell,1723.0,1721.277,600,,309.82986,signal,1032766.2000000001,1032.7662,273742.67994000006,36.12901833331627,1262.80154
2024-09-23,buy,1261.54,1262.80154,600,757680.924,227.30427719999997,signal,,,,,
2024-07-30,sell,1365.7091342894996,1364.34342515521,500,,204.6515137732815,stop_loss,682171.712577605,682.171712577605,-38228.9056487456,-5.3131581234999965,1439.0275899999997
2024-07-10,buy,1437.59,1439.0275899999997,500,719513.7949999998,215.85413849999992,signal,,,,,
2024-07-09,sell,1412.3160876824998,1410.9037715948173,600,,253.96267888706709,stop_loss,846542.2629568904,846.5422629568905,-47440.23198495351,-5.313158123500006,1488.13665
2024-06-25,buy,1486.65,1488.13665,600,892881.99,267.86459699999995,signal,,,,,
2024-06-24,sell,1425.0935749049995,1423.6684813300944,600,,256.260326639417,stop_loss,854201.0887980567,854.2010887980567,-47869.43261738052,-5.313158123500006,1501.6000999999997
2024-06-20,buy,1500.1,1501.6000999999997,600,900960.0599999998,270.2880179999999,signal,,,,,
2024-06-19,sell,1490.5485094499998,1489.0579609405497,600,,268.03043296929894,stop_loss,893434.7765643299,893.4347765643299,-50068.08864520362,-5.3131581235,1570.5689999999997
2024-06-11,buy,1569.0,1570.5689999999997,600,942341.3999999998,282.7024199999999,signal,,,,,
