日期,开盘,收盘,最高,最低,成交量,MA5,MA10,MA20,MA30,MA60,MA120,EMA12,EMA26,VOLUME_MA5,VOLUME_MA10,VOLUME_MA20,MACD_DIF,MACD_DEA,MACD_HIST,DAILY_KDJ_K,DAILY_KDJ_D,DAILY_KDJ_J,RSI,BOLL_UPPER,BOLL_MIDDLE,BOLL_LOWER,ATR,CCI,BBI,WR,MTM,OBV,WEEKLY_KDJ_K,WEEKLY_KDJ_D,WEEKLY_KDJ_J
2025-10-27,1440.0,1440.41,1452.49,1435.99,37102.0,1455.87,1459.0210000000002,1449.8905,1466.9853333333333,1456.9796666666666,1472.116166666667,1454.699425876471,1457.8874026113622,29657.6,36751.1,39044.6,-3.187976734891663,-3.25805044414101,0.1401474184986941,39.52180506410851,52.45941668951238,13.64658181330077,44.471478778048166,1479.6190497902105,1449.8905,1420.1619502097894,21.525714285714297,-44.44012073137304,1454.3935416666666,-65.29912184412711,3.630000000000109,-1340952.15,,,
2025-10-24,1467.95,1450.0,1478.88,1449.34,38226.0,1459.374,1456.9,1451.2685,1468.4049999999995,1457.2228333333337,1473.0294166666667,1457.2975033085563,1459.2855948202712,27427.2,37647.8,38821.35,-1.9880915117150837,-3.275568871453347,2.574954719476527,55.03352474671067,58.92822250221431,47.24412923570338,53.727263691481966,1481.693550118846,1451.2685,1420.843449881154,22.846428571428586,45.503036151864265,1457.2280208333334,-52.14050493962671,6.009999999999991,-1303850.15,,,
2025-10-23,1455.0,1467.98,1468.8,1447.2,29322.0,1460.374,1454.9,1452.1665,1469.1603333333333,1457.9145,1473.86275,1458.6243220919305,1460.028442405893,27399.2,37425.3,39396.1,-1.4041203139629488,-3.5974382113879124,4.386635794849927,65.30326074530304,60.87557137996613,74.15863947597686,57.738731040375995,1483.481088680166,1452.1665,1420.851911319834,22.100714285714275,48.4828337270783,1460.2665625,-27.46981339187699,7.120000000000118,-1265624.15,,,
2025-10-22,1462.08,1458.7,1465.73,1456.0,18195.0,1463.76,1451.78,1453.4175,1469.5793333333336,1458.0398333333333,1474.565,1456.9232897450088,1459.3923177983645,30680.8,39984.9,39446.55,-2.469028053356169,-4.145767685744153,3.3534792647759684,61.68979781389306,58.66172669729768,67.74594004708382,54.61427939876218,1489.0881406623237,1453.4175,1417.7468593376764,21.215714285714284,28.31076889684011,1459.6098958333332,-40.20307354555421,23.700000000000045,-1294946.15,,,
2025-10-21,1459.0,1462.26,1469.94,1455.5,25443.0,1464.42,1450.309,1455.4815,1470.666,1458.1445,1475.3425,1456.6002515168286,1459.4477032222337,35598.8,42101.8,40172.7,-2.847451705405774,-4.564952593841149,3.435001776870749,62.63623349361669,57.14769113899999,73.61331820285011,54.05863691062245,1496.773359921623,1455.4815,1414.1896400783771,22.142857142857142,25.070964704579747,1459.147291666667,-35.31833150384189,23.25999999999999,-1276751.15,,,
2025-10-20,1455.0,1457.93,1469.5,1454.88,25950.0,1462.172,1450.169,1458.1235,1471.1273333333334,1457.8235,1476.0636666666664,1455.5712063380702,1459.2227194800123,43844.6,44925.9,40191.9,-3.6515131419428144,-4.994327815949992,2.6856293480143556,61.61351599234598,54.40341996169163,76.03370805365468,51.24173083179703,1507.258433986851,1458.1235,1408.9885660131488,22.36142857142857,6.344940447849829,1459.20125,-41.259604829857146,15.930000000000064,-1302194.15,,,
2025-10-17,1483.1,1455.0,1488.0,1454.03,38086.0,1454.426,1447.876,1461.027,1471.863,1457.4746666666665,1476.83925,1455.1423347631735,1459.3261370384134,47868.4,46843.0,40580.5,-4.1838022752401685,-5.330031484451785,2.2924584184232337,63.05007640344755,50.798371946364455,87.55348531761373,46.69318239763397,1516.5601931465328,1461.027,1405.4938068534673,22.600000000000005,10.846478713600623,1458.4958333333334,-45.279912184412666,7.579999999999927,-1328144.15,,,
2025-10-16,1461.92,1484.91,1484.95,1458.88,45730.0,1449.426,1446.276,1464.452,1471.5663333333334,1456.8304999999998,1477.7637499999998,1455.1682138110234,1459.6722280014865,47451.4,46421.4,40538.15,-4.504014190463522,-5.616588786754689,2.225149192582334,67.21507069737766,44.67251971782291,112.30017265648716,55.098971181036056,1526.4887163269386,1464.452,1402.4152836730614,21.49428571428572,29.896783630270395,1457.5387500000002,-0.0572819704997329,31.560000000000173,-1290058.15,,,
2025-10-15,1450.98,1462.0,1463.0,1445.08,42785.0,1439.8,1441.985,1466.307,1470.336,1455.5991666666669,1478.4728333333333,1449.7606163221185,1457.6532062416054,49289.0,44922.8,40734.8,-7.892589919487364,-5.894732435827481,-3.995714967319765,50.851247031316355,33.401244228045535,85.751252637858,40.79244386360934,1532.9659203885417,1466.307,1399.6480796114586,22.082142857142863,-23.64651516730279,1449.5728125,-43.299467827769625,-5.970000000000027,-1335788.15,,,
2025-10-14,1429.99,1451.02,1464.0,1429.99,66672.0,1436.198,1440.527,1468.457,1470.9896666666666,1454.749166666667,1479.2825833333334,1447.535273835231,1457.3054627409338,48604.8,44510.6,40382.7,-9.770188905703208,-5.395268064912511,-8.749841681581394,33.557716182112124,24.676242826410125,51.320662893516115,35.10405257393205,1537.2700241956045,1468.457,1399.6439758043955,22.25,-46.029286635232175,1447.17625,-62.27406473308106,-16.940000000000055,-1378573.15,,,
2025-10-13,1415.7,1419.2,1422.85,1415.12,46069.0,1438.166,1440.76,1470.9675000000002,1472.3,1454.2921666666666,1480.1740833333336,1446.9016872598183,1457.8082997602085,46007.2,41338.1,39618.25,-10.906612500390338,-4.3015378547148355,-13.210149291351003,17.622887376867833,20.23550614855913,12.39764983348524,17.522351666215087,1540.758649755596,1470.9675000000002,1401.1763502444044,20.82,-114.5786974006624,1446.0945833333333,-96.1462170586567,-73.79999999999995,-1445245.15,,,
2025-10-10,1437.6,1430.0,1439.94,1427.5,36001.0,1441.326,1445.637,1474.1575,1473.7916666666667,1454.4221666666667,1481.2806666666663,1451.9383576706944,1460.896963741025,45817.6,39994.9,39184.2,-8.958606070330916,-2.65026919329596,-12.616673754069913,22.71645244310369,21.541815534404776,25.06572626050152,18.781762741396776,1539.6880581991502,1474.1575,1408.62694180085,20.898571428571422,-99.0342114306702,1451.115625,-90.09802950787208,-69.98000000000002,-1399176.15,,,
2025-10-09,1436.0,1436.78,1439.38,1420.0,54918.0,1443.126,1449.4329999999998,1476.2905,1474.4,1454.363833333333,1482.4388333333334,1455.927149974457,1463.368720840307,45391.4,41366.9,39771.5,-7.441570865850281,-1.0731849740372206,-12.73677178362612,24.07267826457552,20.95449708005532,30.30904063361592,18.68409648996095,1538.4601671595908,1476.2905,1414.120832840409,21.97357142857142,-112.2344089439945,1456.1660416666666,-85.78207083545163,-78.31999999999994,-1363175.15,,,
2025-09-30,1460.0,1443.99,1460.76,1440.0,39364.0,1444.17,1455.055,1478.4789999999998,1474.8406666666667,1454.0655000000002,1483.374,1459.4084499698129,1465.4958185075316,40556.6,38908.2,39277.85,-6.08736853771893,0.5189114989160444,-13.21256007326995,20.99190027974619,19.39540648779522,24.18488786364813,20.6117221636281,1537.8091978315788,1478.4789999999998,1419.1488021684208,21.51142857142856,-83.27007894511684,1458.189791666667,-85.47404781383509,-72.00999999999999,-1308257.15,,,
