日期,类型,价格,实际价格,数量,金额,手续费,原因,收入,印花税,盈亏,盈亏率,成本价
2025-04-09,sell,25.7164742835,25.6907578092165,36100,,278.23090707381465,stop_loss,927436.3569127156,927.4363569127156,-51973.537351270905,-5.313158123500003,27.09707
2025-04-08,buy,27.07,27.09707,36100,978204.227,293.4612681,signal,,,,,
2025-04-07,sell,29.031970967999992,29.002938997031993,33800,,294.0898014299044,stop_loss,980299.3380996814,980.2993380996814,-54935.97903984797,-5.313158123499999,30.590559999999996
2025-03-28,buy,30.56,30.590559999999996,33800,1033960.9279999998,310.18827839999994,signal,,,,,
2024-09-26,sell,29.09,29.06091,35600,,310.37051879999996,signal,1034568.396,1034.568396,138413.54108520015,15.468485385582179,25.135109999999997
2024-08-23,buy,25.11,25.135109999999997,35600,894809.9159999999,268.44297479999994,signal,,,,,
2024-05-24,sell,36.92646307349999,36.88953661042649,24300,,268.9247218900091,stop_loss,896415.7396333637,896.4157396333637,-50235.14182815957,-5.313158123500016,38.90886999999999
2024-04-26,buy,38.87,38.90886999999999,24300,945485.5409999999,283.6456622999999,signal,,,,,
2024-04-25,sell,38.598461401499996,38.5598629400985,24500,,283.4149926097239,stop_loss,944716.6420324132,944.7166420324132,-52941.924602228915,-5.313158123500003,40.670629999999996
2024-04-24,buy,40.63,40.670629999999996,24500,996430.4349999999,298.9291304999999,signal,,,,,
