日期,类型,价格,实际价格,数量,金额,手续费,原因,收入,印花税,盈亏,盈亏率,成本价
2025-07-14,sell,34.23,34.195769999999996,38000,,389.8317779999999,signal,1299439.2599999998,1299.4392599999999,249422.70896199986,23.7924466643661,27.587559999999996
2025-04-10,buy,27.56,27.587559999999996,38000,1048327.2799999999,314.4981839999999,signal,,,,,
2025-04-09,sell,25.7164742835,25.6907578092165,40900,,315.22559831908643,stop_loss,1050751.9943969548,1050.7519943969548,-58884.146195761394,-5.313158123500019,27.09707
2025-04-08,buy,27.07,27.09707,40900,1108270.163,332.48104889999996,signal,,,,,
2025-04-07,sell,29.031970967999992,29.002938997031993,38300,,333.2437690758976,stop_loss,1110812.5635863254,1110.8125635863255,-62249.94074633671,-5.313158123500008,30.590559999999996
2025-03-28,buy,30.56,30.590559999999996,38300,1171618.4479999999,351.48553439999995,signal,,,,,
2025-01-13,sell,30.770469229499998,30.7396987602705,38100,,351.3547568298918,stop_loss,1171182.522766306,1171.1825227663062,-65633.07351328991,-5.313158123499981,32.42239
2025-01-02,buy,32.39,32.42239,38100,1235293.059,370.58791769999993,signal,,,,,
2024-12-31,sell,33.0,32.967,37600,,371.86776,stop_loss,1239559.2,1239.5592,-68453.32296000002,-5.239839676313316,34.74471
2024-12-17,buy,34.71,34.74471,37600,1306401.096,391.92032879999994,signal,,,,,
2024-10-08,sell,38.72,38.68128,33800,,392.22817919999994,signal,1307427.264,1307.427264,449055.79255679995,52.41864902869643,25.345319999999997
2024-08-28,buy,25.32,25.345319999999997,33800,856671.8159999999,257.0015447999999,signal,,,,,
2024-07-05,sell,28.594971405,28.566376433595,30000,,257.09738790235497,stop_loss,856991.29300785,856.99129300785,-48025.79567306023,-5.313158123500003,30.1301
2024-06-24,buy,30.1,30.1301,30000,903903.0,271.17089999999996,signal,,,,,
2024-06-20,sell,31.862968136999992,31.831105168862994,28500,,272.1559491937786,stop_loss,907186.4973125954,907.1864973125954,-50838.735133910784,-5.313158123499992,33.573539999999994
2024-06-11,buy,33.54,33.573539999999994,28500,956845.8899999998,287.05376699999994,signal,,,,,
2024-06-07,sell,34.275965723999995,34.241689758275996,28000,,287.63019396951836,stop_loss,958767.3132317279,958.7673132317279,-53729.32427547313,-5.313158123499989,36.11608
2024-05-31,buy,36.08,36.11608,28000,1011250.2399999999,303.37507199999993,signal,,,,,
2024-05-24,sell,37.230462769499994,37.19323230673049,27200,,303.4967756229208,stop_loss,1011655.9187430694,1011.6559187430694,-56693.201951296534,-5.313158123500014,39.229189999999996
2024-04-25,buy,39.19,39.229189999999996,27200,1067033.9679999999,320.1101903999999,signal,,,,,
2024-03-06,sell,50.82,50.76918,21000,,319.84583399999997,signal,1066152.78,1066.1527800000001,122395.35138600017,12.98801592340296,44.874829999999996
2024-02-06,buy,44.83,44.874829999999996,21000,942371.4299999999,282.71142899999995,signal,,,,,
2024-02-05,sell,41.970958028999995,41.928987070971,22600,,284.27853234118334,stop_loss,947595.1078039445,947.5951078039445,-53103.233836200554,-5.313158123500003,44.22418
2024-02-02,buy,44.18,44.22418,22600,999466.4679999999,299.83994039999993,signal,,,,,
