日期,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2025-10-28 14:10:00,58.38,58.21,58.39,58.11,-0.19,-0.11,880,5126100.0,0.48,0.04
2025-10-28 14:05:00,58.57,58.32,58.71,58.32,-0.44,-0.26,1340,7847376.0,0.67,0.07
2025-10-28 14:00:00,58.72,58.58,58.78,58.4,-0.19,-0.11,1992,11654830.0,0.65,0.1
2025-10-28 13:55:00,58.0,58.69,58.69,58.0,1.19,0.69,2263,13192518.0,1.19,0.11
2025-10-28 13:50:00,57.45,58.0,58.0,57.45,0.96,0.55,1665,9617695.0,0.96,0.08
2025-10-28 13:45:00,57.55,57.45,57.66,57.4,-0.23,-0.13,2287,13156049.0,0.45,0.11
2025-10-28 13:40:00,57.66,57.58,57.77,57.4,-0.16,-0.09,2511,14457381.0,0.64,0.12
2025-10-28 13:35:00,57.75,57.67,58.05,57.66,-0.17,-0.1,1779,10283016.0,0.68,0.09
2025-10-28 13:30:00,57.88,57.77,57.96,57.75,-0.19,-0.11,2157,12478109.0,0.36,0.11
2025-10-28 13:25:00,58.17,57.88,58.17,57.88,-0.5,-0.29,1510,8752071.0,0.5,0.07
2025-10-28 13:20:00,58.04,58.17,58.24,57.88,0.24,0.14,1923,11155110.0,0.62,0.09
2025-10-28 13:15:00,58.65,58.03,58.65,58.0,-1.06,-0.62,3023,17631456.0,1.11,0.15
2025-10-28 13:10:00,58.61,58.65,58.73,58.52,0.02,0.01,1955,11457632.0,0.36,0.1
2025-10-28 13:05:00,59.66,58.64,59.88,58.58,-1.71,-1.02,7052,41835681.0,2.18,0.35
2025-10-28 11:30:00,59.33,59.66,59.72,59.11,0.47,0.28,5458,32390456.0,1.03,0.27
2025-10-28 11:25:00,58.74,59.38,59.38,58.61,1.07,0.63,4987,29334464.0,1.31,0.25
2025-10-28 11:20:00,58.78,58.75,59.01,58.72,-0.05,-0.03,2127,12509835.0,0.49,0.1
2025-10-28 11:15:00,59.21,58.78,59.23,58.78,-0.81,-0.48,2646,15599176.0,0.76,0.13
2025-10-28 11:10:00,59.5,59.26,59.5,59.2,-0.45,-0.27,2612,15487183.0,0.5,0.13
2025-10-28 11:05:00,60.0,59.53,60.06,59.5,-0.67,-0.4,4232,25286580.0,0.93,0.21
2025-10-28 11:00:00,59.82,59.93,60.0,59.4,0.08,0.05,12038,71852399.0,1.0,0.59
2025-10-28 10:55:00,58.48,59.88,60.0,58.34,2.43,1.42,13825,81965129.0,2.84,0.68
2025-10-28 10:50:00,58.03,58.46,58.5,57.8,0.74,0.43,3688,21466093.0,1.21,0.18
2025-10-28 10:45:00,57.59,58.03,58.03,57.57,0.68,0.39,1230,7107823.0,0.8,0.06
2025-10-28 10:40:00,57.69,57.64,57.78,57.62,0.0,0.0,954,5505990.0,0.28,0.05
2025-10-28 10:35:00,57.83,57.64,57.92,57.62,-0.28,-0.16,2483,14348084.0,0.52,0.12
2025-10-28 10:30:00,57.98,57.8,58.18,57.68,-0.52,-0.3,5412,31410396.0,0.86,0.27
2025-10-28 10:25:00,57.26,58.1,58.1,57.26,1.41,0.81,4540,26243063.0,1.47,0.22
2025-10-28 10:20:00,57.35,57.29,57.4,57.09,-0.12,-0.07,2626,15023213.0,0.54,0.13
2025-10-28 10:15:00,57.3,57.36,57.5,57.12,0.12,0.07,1881,10774330.0,0.66,0.09
2025-10-28 10:10:00,57.65,57.29,57.8,57.25,-0.54,-0.31,3455,19888727.0,0.95,0.17
2025-10-28 10:05:00,57.51,57.6,57.67,57.3,0.17,0.1,4670,26855348.0,0.64,0.23
2025-10-28 10:00:00,57.09,57.5,57.8,56.93,0.63,0.36,6337,36388581.0,1.52,0.31
2025-10-28 09:55:00,56.35,57.14,57.14,56.35,1.46,0.82,3356,19054386.0,1.4,0.17
2025-10-28 09:50:00,56.78,56.32,56.9,56.32,-0.93,-0.53,2285,12955029.0,1.02,0.11
2025-10-28 09:45:00,56.78,56.85,57.08,56.63,0.11,0.06,2868,16299655.0,0.79,0.14
2025-10-28 09:40:00,56.48,56.79,56.97,56.4,0.46,0.26,4092,23207803.0,1.01,0.2
2025-10-28 09:35:00,55.62,56.53,57.19,55.61,-0.16,-0.09,7924,44826219.0,2.79,0.39
2025-10-27 15:00:00,56.54,56.62,56.63,56.48,0.12,0.07,2119,11992721.0,0.27,0.1
2025-10-27 14:55:00,56.56,56.55,56.56,56.32,-0.02,-0.01,2730,15407136.0,0.42,0.13
2025-10-27 14:50:00,56.59,56.56,56.59,56.53,-0.02,-0.01,1037,5864157.0,0.11,0.05
2025-10-27 14:45:00,56.59,56.57,56.6,56.52,-0.09,-0.05,869,4915701.0,0.14,0.04
2025-10-27 14:40:00,56.57,56.62,56.62,56.5,0.09,0.05,1299,7344478.0,0.21,0.06
2025-10-27 14:35:00,56.58,56.57,56.63,56.48,-0.05,-0.03,1131,6394645.0,0.27,0.06
2025-10-27 14:30:00,56.61,56.6,56.67,56.5,0.0,0.0,951,5381219.0,0.3,0.05
2025-10-27 14:25:00,56.68,56.6,56.7,56.57,-0.16,-0.09,1007,5703215.0,0.23,0.05
2025-10-27 14:20:00,56.75,56.69,56.78,56.65,-0.14,-0.08,884,5013852.0,0.23,0.04
2025-10-27 14:15:00,56.86,56.77,56.93,56.76,-0.12,-0.07,786,4465909.0,0.3,0.04
2025-10-27 14:10:00,57.06,56.84,57.09,56.83,-0.37,-0.21,620,3531842.0,0.46,0.03
2025-10-27 14:05:00,56.86,57.05,57.07,56.85,0.35,0.2,1417,8068357.0,0.39,0.07
2025-10-27 14:00:00,56.91,56.85,57.01,56.8,-0.12,-0.07,1234,7021319.0,0.37,0.06
2025-10-27 13:55:00,56.88,56.92,56.99,56.84,-0.02,-0.01,1243,7073505.0,0.26,0.06
2025-10-27 13:50:00,56.85,56.93,56.98,56.7,0.12,0.07,1134,6446351.0,0.49,0.06
2025-10-27 13:45:00,56.95,56.86,57.02,56.79,-0.16,-0.09,1419,8076737.0,0.4,0.07
2025-10-27 13:40:00,57.1,56.95,57.33,56.95,-0.26,-0.15,1853,10598141.0,0.67,0.09
2025-10-27 13:35:00,57.0,57.1,57.25,56.95,0.19,0.11,1399,7989043.0,0.53,0.07
2025-10-27 13:30:00,56.91,56.99,57.02,56.76,0.12,0.07,1431,8146050.0,0.46,0.07
2025-10-27 13:25:00,56.65,56.92,57.0,56.61,0.48,0.27,2241,12747786.0,0.69,0.11
2025-10-27 13:20:00,56.59,56.65,56.66,56.45,0.11,0.06,1476,8350126.0,0.37,0.07
2025-10-27 13:15:00,56.64,56.59,56.79,56.56,-0.11,-0.06,1055,5978155.0,0.41,0.05
2025-10-27 13:10:00,56.76,56.65,56.84,56.65,-0.12,-0.07,971,5511320.0,0.33,0.05
2025-10-27 13:05:00,57.34,56.72,57.39,56.72,-1.08,-0.62,1698,9678633.0,1.17,0.08
2025-10-27 11:30:00,58.12,57.34,58.12,57.34,-1.21,-0.7,4673,27026340.0,1.34,0.23
2025-10-27 11:25:00,56.84,58.04,58.58,56.83,2.13,1.21,7937,45594036.0,3.08,0.39
2025-10-27 11:20:00,56.75,56.83,56.84,56.4,0.07,0.04,1843,10437311.0,0.77,0.09
2025-10-27 11:15:00,55.91,56.79,57.2,55.86,1.54,0.86,7694,43735187.0,2.4,0.38
2025-10-27 11:10:00,55.66,55.93,55.95,55.66,0.5,0.28,504,2812381.0,0.52,0.02
2025-10-27 11:05:00,55.81,55.65,55.82,55.53,-0.27,-0.15,510,2836873.0,0.52,0.03
2025-10-27 11:00:00,55.78,55.8,55.88,55.72,0.0,0.0,574,3202563.0,0.29,0.03
2025-10-27 10:55:00,55.56,55.8,55.8,55.56,0.47,0.26,1170,6514157.0,0.43,0.06
2025-10-27 10:50:00,55.46,55.54,55.55,55.34,0.07,0.04,913,5060610.0,0.38,0.05
2025-10-27 10:45:00,55.67,55.5,55.67,55.44,-0.34,-0.19,1434,7966656.0,0.41,0.07
2025-10-27 10:40:00,55.93,55.69,55.97,55.66,-0.5,-0.28,1684,9397852.0,0.55,0.08
2025-10-27 10:35:00,55.94,55.97,56.05,55.83,0.05,0.03,1450,8112643.0,0.39,0.07
2025-10-27 10:30:00,56.41,55.94,56.43,55.94,-0.82,-0.46,2013,11314954.0,0.87,0.1
2025-10-27 10:25:00,56.44,56.4,56.74,56.4,0.0,0.0,2975,16831540.0,0.6,0.15
2025-10-27 10:20:00,56.85,56.4,56.88,56.4,-0.74,-0.42,3806,21580574.0,0.84,0.19
2025-10-27 10:15:00,56.59,56.82,56.88,56.59,0.42,0.24,2553,14501277.0,0.51,0.13
2025-10-27 10:10:00,56.82,56.58,57.0,56.56,-0.42,-0.24,2949,16739494.0,0.77,0.15
2025-10-27 10:05:00,56.86,56.82,57.03,56.67,-0.18,-0.1,5486,31213529.0,0.63,0.27
2025-10-27 10:00:00,56.5,56.92,57.19,56.31,0.8,0.45,7324,41543512.0,1.56,0.36
2025-10-27 09:55:00,55.97,56.47,56.67,55.97,1.0,0.56,7326,41336650.0,1.25,0.36
2025-10-27 09:50:00,55.91,55.91,56.15,55.75,0.0,0.0,5638,31553888.0,0.72,0.28
2025-10-27 09:45:00,55.68,55.91,55.97,55.67,0.38,0.21,3867,21588943.0,0.54,0.19
2025-10-27 09:40:00,55.15,55.7,55.78,55.05,0.98,0.54,4452,24713651.0,1.32,0.22
2025-10-27 09:35:00,55.73,55.16,55.9,54.93,0.84,0.46,6089,33668782.0,1.77,0.3
