日期,类型,价格,实际价格,数量,金额,手续费,原因,收入,印花税,盈亏,盈亏率,成本价
2024-08-01,sell,12.31,12.297690000000001,91100,,336.0958677,signal,1120319.5590000001,1120.3195590000003,119408.68757330021,11.947386582395728,10.97096
2024-07-23,buy,10.96,10.97096,91100,999454.456,299.83633679999997,signal,,,,,
