股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
600580,2022-12-31,按产品分类,其他,892599696.79,0.062569,,,,,
600580,2022-12-31,按产品分类,其他(补充),398219253.85,0.027914,250175795.61,0.023325,148043458.24,0.041815,0.371764
600580,2022-12-31,按地区分类,中国,8325869881.55,0.583618,6150415436.37,0.573437,2175454445.18,0.61446,0.261289
600580,2022-12-31,按地区分类,欧非区,2801541069.07,0.196379,2203451346.88,0.20544,598089722.19,0.168931,0.213486
600580,2022-12-31,按地区分类,美洲区,1708525753.1,0.119762,1299361621.27,0.121147,409164131.83,0.115569,0.239484
600580,2022-12-31,按地区分类,亚太(不含中国),1031803196.43,0.072326,822119280.55,0.076651,209683915.88,0.059225,0.203221
600580,2022-12-31,按地区分类,其他(补充),398219253.85,0.027914,250175795.61,0.023325,148043458.24,0.041815,0.371764
600580,2021-12-31,,工业电机及驱动,7886772193.17,0.575773,5722115378.7,0.543365,2164656814.47,0.683542,0.274467
600580,2021-12-31,,日用电机及控制,3594545191.56,0.262419,2995179206.19,0.284419,599365985.37,0.189264,0.166743
600580,2021-12-31,,其他,1136976937.95,0.083005,933392251.83,0.088634,203584686.12,0.064287,0.179058
600580,2021-12-31,,电动交通,667975098.29,0.048765,545426066.7,0.051793,122549031.59,0.038698,0.183463
600580,2021-12-31,,其他(补充),411438322.81,0.030037,334770821.77,0.031789,76667501.04,0.02421,0.18634
600580,2021-12-31,按产品分类,工业电机及驱动,7886772193.17,0.575773,5722115378.7,0.543365,2164656814.47,0.683542,0.274467
600580,2021-12-31,按产品分类,日用电机及控制,3594545191.56,0.262419,2995179206.19,0.284419,599365985.37,0.189264,0.166743
600580,2021-12-31,按产品分类,其他,1136976937.95,0.083005,933392251.83,0.088634,203584686.12,0.064287,0.179058
600580,2021-12-31,按产品分类,电动交通,667975098.29,0.048765,545426066.7,0.051793,122549031.59,0.038698,0.183463
600580,2021-12-31,按产品分类,其他(补充),411438322.81,0.030037,334770821.77,0.031789,76667501.04,0.02421,0.18634
600580,2021-12-31,按地区分类,中国,8121390341.19,0.592901,6095056859.02,0.578779,2026333482.17,0.639863,0.249506
600580,2021-12-31,按地区分类,欧非区,2607493282.62,0.19036,2069892712.58,0.196555,537600570.04,0.16976,0.206175
600580,2021-12-31,按地区分类,美洲区,1547558447.84,0.112979,1224920717.36,0.116317,322637730.48,0.101881,0.208482
600580,2021-12-31,按地区分类,亚太(不含中国),1009827349.32,0.073722,806242614.46,0.07656,203584734.86,0.064287,0.201604
600580,2021-12-31,按地区分类,其他(补充),411438322.81,0.030037,334770821.77,0.031789,76667501.04,0.02421,0.18634
600580,2020-12-31,按产品分类,低压电机及驱动,4591799871.27,0.365442,3335702949.38,0.351435,1256096921.89,0.408701,0.273552
600580,2020-12-31,按产品分类,高压电机及驱动,3183608440.22,0.25337,2182599023.49,0.229949,1001009416.73,0.325702,0.314426
600580,2020-12-31,按产品分类,微特电机及控制,2810985817.77,0.223715,2343419247.17,0.246892,467566570.6,0.152134,0.166335
600580,2020-12-31,按产品分类,贸易,953063310.24,0.07585,922293568.48,0.097169,30769741.76,0.010012,0.032285
600580,2020-12-31,按产品分类,其他(补充),479657926.63,0.038174,328549676.2,0.034615,151108250.43,0.049167,0.315033
600580,2020-12-31,按产品分类,电池,361692318.05,0.028786,295544567.23,0.031137,66147750.82,0.021523,0.182884
600580,2020-12-31,按产品分类,其他,184236948.63,0.014663,83549410.17,0.008802,100687538.46,0.032761,0.546511
600580,2020-12-31,按地区分类,中国,7519133645.98,0.598417,5557810823.04,0.585547,1961322822.94,0.638163,0.260844
600580,2020-12-31,按地区分类,欧非区,2441553573.71,0.194313,1978022999.72,0.208396,463530573.99,0.150821,0.189851
600580,2020-12-31,按地区分类,美洲区,1241368452.56,0.098795,943657111.55,0.09942,297711341.01,0.096868,0.239825
600580,2020-12-31,按地区分类,亚太(不含中国),883331033.93,0.070301,683617831.61,0.072023,199713202.32,0.064981,0.226091
600580,2020-12-31,按地区分类,其他(补充),479657926.63,0.038174,328549676.2,0.034615,151108250.43,0.049167,0.315033
600580,2019-12-31,按产品分类,低压电机及驱动,5020991949.68,0.404393,3395723316.71,0.37454,1625268632.97,0.485195,0.323695
600580,2019-12-31,按产品分类,高压电机及驱动,3055139700.99,0.246063,2086807974.58,0.23017,968331726.41,0.289078,0.316952
600580,2019-12-31,按产品分类,微特电机及控制,2622561860.43,0.211223,2176095802.98,0.240018,446466057.45,0.133284,0.17024
600580,2019-12-31,按产品分类,贸易,736652856.91,0.05933,723892973.79,0.079844,12759883.12,0.003809,0.017321
600580,2019-12-31,按产品分类,电池,502499220.26,0.040472,413197786.37,0.045575,89301433.89,0.026659,0.177715
600580,2019-12-31,按产品分类,其他(补充),320558883.57,0.025818,202226471.46,0.022305,118332412.11,0.035326,0.369144
600580,2019-12-31,按产品分类,其他,157701625.56,0.012701,68438171.54,0.007549,89263454.02,0.026648,0.566027
600580,2019-12-31,按地区分类,中国,7211967908.36,0.580856,5115762915.1,0.564256,2096204993.26,0.625784,0.290656
600580,2019-12-31,按地区分类,欧非区,2493227824.48,0.200806,1927214455.46,0.212567,566013369.02,0.168973,0.22702
600580,2019-12-31,按地区分类,美洲区,1265510615.08,0.101925,932469194.77,0.102849,333041420.31,0.099424,0.263168
600580,2019-12-31,按地区分类,亚太(不含中国),1124840865.91,0.090595,888709460.64,0.098022,236131405.27,0.070493,0.209924
600580,2019-12-31,按地区分类,其他(补充),320558883.57,0.025818,202226471.46,0.022305,118332412.11,0.035326,0.369144
600580,2019-06-30,按产品分类,低压电机及驱动,2498371697.44,0.415653,1747221877.96,0.396139,751149819.48,0.469443,0.300656
600580,2019-06-30,按产品分类,高压电机及驱动,1505719128.02,0.250506,1043685240.21,0.23663,462033887.81,0.288756,0.306853
600580,2019-06-30,按产品分类,微特电机及控制,1349624607.4,0.224537,1116298015.65,0.253093,233326591.75,0.145821,0.172883
600580,2019-06-30,按产品分类,电池,234307411.12,0.038982,194812079.28,0.044169,39495331.84,0.024683,0.168562
600580,2019-06-30,按产品分类,其他(补充),220666056.49,0.036712,148514463.61,0.033672,72151592.88,0.045092,0.326972
600580,2019-06-30,按产品分类,贸易,132041718.11,0.021968,126307133.19,0.028637,5734584.92,0.003584,0.04343
600580,2019-06-30,按产品分类,其他,69982058.16,0.011643,33788087.25,0.007661,36193970.91,0.02262,0.517189
600580,2019-06-30,按地区分类,中国,3250338963.32,0.540758,2273562277.93,0.515474,976776685.39,0.610453,0.300515
600580,2019-06-30,按地区分类,欧非区,1279188010.49,0.212818,993438915.41,0.225238,285749095.08,0.178584,0.223383
600580,2019-06-30,按地区分类,亚太(不含中国),655788178.47,0.109103,532515711.53,0.120735,123272466.94,0.077041,0.187976
600580,2019-06-30,按地区分类,美洲区,604731467.97,0.100609,462595528.67,0.104882,142135939.3,0.08883,0.23504
600580,2019-06-30,按地区分类,其他(补充),220666056.49,0.036712,148514463.61,0.033672,72151592.88,0.045092,0.326972
600580,2018-12-31,按产品分类,低压电机及驱动,4319153411.74,0.389955,3021829871.84,0.369323,1297323539.9,0.448288,0.300365
600580,2018-12-31,按产品分类,高压电机及驱动,2893831623.41,0.26127,2013182836.88,0.246048,880648786.53,0.304307,0.304319
600580,2018-12-31,按产品分类,微特电机及控制,2410481822.84,0.21763,2046125559.81,0.250074,364356263.03,0.125903,0.151155
600580,2018-12-31,按产品分类,电池,475683675.2,0.042947,392334112.84,0.04795,83349562.36,0.028801,0.175221
600580,2018-12-31,按产品分类,贸易,411300780.5,0.037134,391448443.01,0.047842,19852337.49,0.00686,0.048267
600580,2018-12-31,按产品分类,其他(补充),291527092.19,0.026321,159524528.74,0.019497,132002563.45,0.045613,0.452797
600580,2018-12-31,按产品分类,其他,274054385.61,0.024743,157634829.75,0.019266,116419555.86,0.040229,0.424805
600580,2018-12-31,按地区分类,中国,6239711714.8,0.563353,4455903187.15,0.544593,1783808527.65,0.616392,0.28588
600580,2018-12-31,按地区分类,欧非区,2711944040.61,0.244848,2112921765.29,0.258238,599022275.32,0.206991,0.220883
600580,2018-12-31,按地区分类,亚太(不含中国),988305622.3,0.089229,815525126.42,0.099672,172780495.88,0.059704,0.174825
600580,2018-12-31,按地区分类,美洲区,844544321.59,0.07625,638205575.27,0.078,206338746.32,0.0713,0.24432
600580,2018-12-31,按地区分类,其他(补充),291527092.19,0.026321,159524528.74,0.019497,132002563.45,0.045613,0.452797
600580,2018-06-30,按产品分类,低压电机及驱动,2054763385.37,0.381555,1400589430.73,0.342516,654173954.64,0.504717,0.318369
600580,2018-06-30,按产品分类,高压电机及驱动,1367434531.92,0.253923,1032658970.56,0.252538,334775561.36,0.258291,0.24482
600580,2018-06-30,按产品分类,微特电机及控制,1241682644.85,0.230572,1062686076.33,0.259882,178996568.52,0.138102,0.144156
600580,2018-06-30,按产品分类,电池,221759069.83,0.041179,194382323.3,0.047537,27376746.53,0.021122,0.123453
600580,2018-06-30,按产品分类,其他(补充),221649933.63,0.041159,173200430.16,0.042356,48449503.47,0.03738,0.218586
600580,2018-06-30,按产品分类,贸易,175171466.19,0.032528,167168585.05,0.040881,8002881.14,0.006174,0.045686
600580,2018-06-30,按产品分类,其他,102774552.03,0.019085,58429814.49,0.014289,44344737.54,0.034213,0.431476
600580,2018-06-30,按地区分类,中国,3112373874.96,0.577946,2243991317.67,0.548772,868382557.29,0.669986,0.27901
600580,2018-06-30,按地区分类,欧非区,1262576717.62,0.234452,1031693009.2,0.252302,230883708.42,0.178135,0.182867
600580,2018-06-30,按地区分类,亚太(不含中国),600685398.91,0.111543,490352056.34,0.119916,110333342.57,0.085126,0.183679
600580,2018-06-30,按地区分类,其他(补充),221649933.63,0.041159,173200430.16,0.042356,48449503.47,0.03738,0.218586
600580,2018-06-30,按地区分类,美洲区,187949658.7,0.034901,149878817.25,0.036653,38070841.45,0.029373,0.202559
600580,2017-12-31,按产品分类,低压电机及驱动,3591297612.45,0.356066,2538802222.48,0.320522,1052495389.97,0.486096,0.293068
600580,2017-12-31,按产品分类,微特电机及控制,2361597512.56,0.234145,2068491201.96,0.261146,293106310.6,0.135372,0.124114
600580,2017-12-31,按产品分类,高压电机及驱动,2344363250.06,0.232437,1828676152.61,0.230869,515687097.45,0.238171,0.219969
600580,2017-12-31,按产品分类,变压器,574544494.02,0.056964,474914123.09,0.059958,99630370.93,0.046014,0.173408
600580,2017-12-31,按产品分类,电池,413834537.13,0.04103,348575478.06,0.044007,65259059.07,0.03014,0.157694
600580,2017-12-31,按产品分类,其他(补充),386886966.72,0.038359,316628134.12,0.039974,70258832.6,0.032449,0.1816
600580,2017-12-31,按产品分类,贸易,306341347.54,0.030373,293923545.18,0.037108,12417802.36,0.005735,0.040536
600580,2017-12-31,按产品分类,其他,107170950.29,0.010626,50826837.16,0.006417,56344113.13,0.026023,0.525741
600580,2017-12-31,按地区分类,中国,6044794473.5,0.599323,4482808058.83,0.565951,1561986414.67,0.721405,0.258402
600580,2017-12-31,按地区分类,欧非区,2360625403.25,0.234049,2004308930.2,0.253043,356316473.05,0.164565,0.150942
600580,2017-12-31,按地区分类,亚太(不含中国),924879416.09,0.091699,804061537.56,0.101512,120817878.53,0.0558,0.130631
600580,2017-12-31,按地区分类,其他(补充),386886966.72,0.038359,316628134.12,0.039974,70258832.6,0.032449,0.1816
600580,2017-12-31,按地区分类,美洲区,368850411.21,0.03657,313031033.95,0.03952,55819377.26,0.02578,0.151333
600580,2017-06-30,按产品分类,低压电机及驱动,1668602342.54,0.33589,1132045018.65,0.292978,536557323.89,0.486107,0.321561
600580,2017-06-30,按产品分类,微特电机及控制,1202832728.74,0.24213,1018499079.51,0.263592,184333649.23,0.167001,0.15325
600580,2017-06-30,按产品分类,高压电机及驱动,978326243.38,0.196937,792796489.14,0.205179,185529754.24,0.168085,0.18964
600580,2017-06-30,按产品分类,变压器,373106734.63,0.075106,288412585.93,0.074642,84694148.7,0.076731,0.226997
600580,2017-06-30,按产品分类,贸易,278896088.51,0.056142,268638354.64,0.069525,10257733.87,0.009293,0.03678
600580,2017-06-30,按产品分类,电池,213443657.69,0.042966,178217121.7,0.046123,35226535.99,0.031914,0.165039
600580,2017-06-30,按产品分类,其他(补充),210747815.8,0.042424,164274499.23,0.042515,46473316.57,0.042104,0.220516
600580,2017-06-30,按产品分类,其他,41754680.0,0.008405,21041720.13,0.005446,20712959.87,0.018765,0.496063
600580,2017-06-30,按地区分类,中国,2794579430.66,0.562549,2060876949.26,0.533364,733702481.4,0.664715,0.262545
600580,2017-06-30,按地区分类,欧非区,1205692350.54,0.242706,1013288106.84,0.262243,192404243.7,0.174313,0.15958
600580,2017-06-30,按地区分类,亚太(不含中国),572959775.83,0.115337,474297032.47,0.12275,98662743.36,0.089386,0.172198
600580,2017-06-30,按地区分类,其他(补充),210747815.8,0.042424,164274499.23,0.042515,46473316.57,0.042104,0.220516
600580,2017-06-30,按地区分类,美洲区,183730918.46,0.036985,151188281.13,0.039128,32542637.33,0.029483,0.177121
600580,2016-12-31,按产品分类,低压电机及驱动,3273136921.05,0.367193,2314370148.57,0.328349,958766772.48,0.513966,0.29292
600580,2016-12-31,按产品分类,微特电机及控制,1892948540.94,0.212358,1644280322.86,0.233281,248668218.08,0.133304,0.131366
600580,2016-12-31,按产品分类,高压电机及驱动,1756110078.43,0.197007,1487670491.72,0.211062,268439586.71,0.143902,0.15286
600580,2016-12-31,按产品分类,变压器,706045960.58,0.079207,530331052.71,0.07524,175714907.87,0.094195,0.248872
600580,2016-12-31,按产品分类,贸易,594914001.3,0.06674,572200517.67,0.08118,22713483.63,0.012176,0.038179
600580,2016-12-31,按产品分类,电池,364490176.64,0.04089,293099278.71,0.041583,71390897.93,0.038271,0.195865
600580,2016-12-31,按产品分类,其他(补充),254004383.11,0.028495,172426291.8,0.024463,81578091.31,0.043732,0.321168
600580,2016-12-31,按产品分类,其他,72286610.31,0.008109,34130556.24,0.004842,38156054.07,0.020454,0.527844
600580,2016-12-31,按地区分类,中国,5046710881.07,0.56616,3735948630.68,0.530034,1310762250.39,0.70266,0.259726
600580,2016-12-31,按地区分类,欧非区,2090045533.98,0.234469,1832643670.96,0.260004,257401863.02,0.137985,0.123156
600580,2016-12-31,按地区分类,亚太(不含中国),1195180079.71,0.13408,1040148127.07,0.14757,155031952.64,0.083108,0.129714
600580,2016-12-31,按地区分类,美洲区,327995794.49,0.036796,267341939.77,0.037929,60653854.72,0.032515,0.184923
600580,2016-12-31,按地区分类,其他(补充),254004383.11,0.028495,172426291.8,0.024463,81578091.31,0.043732,0.321168
600580,2016-06-30,按产品分类,低压电机及驱动,1427373904.62,0.337129,956901085.48,0.29389,470472819.14,0.481089,0.329607
600580,2016-06-30,按产品分类,微特电机及控制,936121912.33,0.221101,791558467.86,0.243109,144563444.47,0.147826,0.154428
600580,2016-06-30,按产品分类,高压电机及驱动,882795991.62,0.208506,680371250.79,0.20896,202424740.83,0.206993,0.2293
600580,2016-06-30,按产品分类,贸易,354943371.99,0.083833,342166166.01,0.105088,12777205.98,0.013066,0.035998
600580,2016-06-30,按产品分类,变压器,322142677.41,0.076086,251785525.37,0.07733,70357152.04,0.071945,0.218404
600580,2016-06-30,按产品分类,电池,179595341.78,0.042418,140860058.36,0.043262,38735283.42,0.039609,0.215681
600580,2016-06-30,按产品分类,其他(补充),130940357.55,0.030927,92338737.42,0.02836,38601620.13,0.039473,0.294803
600580,2016-06-30,按地区分类,海外地区,1870476608.73,0.438551,1533170776.28,0.468893,337305832.45,0.338878,0.180331
600580,2016-06-30,按地区分类,华东地区,945186172.18,0.221608,656982990.58,0.200927,288203181.6,0.289546,0.304917
600580,2016-06-30,按地区分类,华北地区,383568805.39,0.089931,284653010.37,0.087056,98915795.02,0.099377,0.257883
600580,2016-06-30,按地区分类,华南地区,284395905.38,0.066679,214469216.3,0.065592,69926689.08,0.070253,0.245878
600580,2016-06-30,按地区分类,华中地区,212721156.14,0.049875,165333162.12,0.050564,47387994.02,0.047609,0.22277
600580,2016-06-30,按地区分类,西北地区,197005689.25,0.04619,145187062.86,0.044403,51818626.39,0.05206,0.263031
600580,2016-06-30,按地区分类,其他(补充),130940357.55,0.0307,92338737.42,0.02824,38601620.13,0.038782,0.294803
600580,2016-06-30,按地区分类,西南地区,123250755.32,0.028897,97097025.74,0.029695,26153729.58,0.026276,0.212199
600580,2016-06-30,按地区分类,东北地区,117581781.09,0.027568,80533591.77,0.02463,37048189.32,0.037221,0.315084
600580,2015-12-31,按产品分类,低压电机及驱动,2686960305.74,0.283625,1956974269.77,0.262709,729986035.97,0.360588,0.271677
600580,2015-12-31,按产品分类,高压电机及驱动,2141416283.79,0.22604,1526463123.71,0.204916,614953160.08,0.303766,0.287171
600580,2015-12-31,按产品分类,微特电机及控制,1777476247.27,0.187624,1507970831.27,0.202434,269505416.0,0.133126,0.151623
600580,2015-12-31,按产品分类,贸易,1218375828.89,0.128607,1187194744.67,0.159372,31181084.22,0.015402,0.025592
600580,2015-12-31,按产品分类,变压器,860071143.12,0.090786,656972907.61,0.088194,203098235.51,0.100323,0.236141
600580,2015-12-31,按产品分类,其他(补充),371694149.21,0.039235,279055194.32,0.037461,92638954.89,0.04576,0.249234
600580,2015-12-31,按产品分类,电池,362396925.58,0.038253,296896988.99,0.039856,65499936.59,0.032355,0.180741
600580,2015-12-31,按产品分类,其他,55241290.8,0.005831,37670603.32,0.005057,17570687.48,0.008679,0.318072
