SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT,STD_REPORT_DATE
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001002,物业厂房及设备,19585867000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001004,无形资产,8138204000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001009,递延税项资产,3037605000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001017,长期投资,3477489000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001019,其他投资,6222997000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001022,指定以公允价值记账之金融资产,61563538000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001030,中长期存款,73265512000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001997,非流动资产其他项目,18927984000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004001999,非流动资产合计,194219196000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002001,存货,61416913000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002003,应收帐款,17285786000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002004,应收票据,2371833000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002005,预付款按金及其他应收款,29280684000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002008,短期投资,403430000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002009,受限制存款及现金,5315030000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002010,现金及等价物,86171927000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002011,短期存款,16717922000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002013,指定以公允价值记账之金融资产(流动),26943860000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002020,贷款及垫款(流动),9989781000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004002999,流动资产合计,255897166000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004009999,总资产,450116362000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004011001,应付帐款,93753960000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004011003,应付税项,3816651000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004011008,其他应付款及应计费用,35975107000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004011009,预收款项,16260249000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004011010,短期贷款,12713769000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004011012,拨备(流动),7677008000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004011999,流动负债合计,170196744000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004013999,净流动资产,85700422000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004015999,总资产减流动负债,279919618000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004020001,长期贷款,18230916000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004020003,递延税项负债,1644527000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004020008,拨备(非流动),1811678000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004020997,非流动负债其他项目,18300716000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004020999,非流动负债合计,39987837000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004025999,总负债,210184581000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004027999,少数股东权益,433222000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004028999,净资产,239931781000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004030001,股本,424000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004030002,储备,239498135000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004030999,股东权益,239498559000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004036999,总权益,239931781000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004037999,总权益及非流动负债,279919618000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2025-03-31 00:00:00,003,12-31,004039999,总权益及总负债,450116362000.0,2025-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001002,物业厂房及设备,18087583000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001004,无形资产,8152721000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001009,递延税项资产,2781982000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001017,长期投资,3219462000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001019,其他投资,6151055000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001022,指定以公允价值记账之金融资产,62112188000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001030,中长期存款,58520305000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,18421227000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004001999,非流动资产合计,177446523000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002001,存货,62509682000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002003,应收帐款,14588579000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002004,应收票据,1255767000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002005,预付款按金及其他应收款,29100116000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002008,短期投资,700163000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,5476417000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002010,现金及等价物,33661442000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002011,短期存款,36350271000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002013,指定以公允价值记账之金融资产(流动),29804839000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002020,贷款及垫款(流动),12261490000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004002999,流动资产合计,225708766000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004009999,总资产,403155289000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004011001,应付帐款,98280585000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004011003,应付税项,3822134000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004011008,其他应付款及应计费用,36372035000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004011009,预收款项,16581252000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004011010,短期贷款,13327297000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004011012,拨备(流动),7001687000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004011999,流动负债合计,175384990000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004013999,净流动资产,50323776000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,227770299000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004020001,长期贷款,17275721000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004020003,递延税项负债,1282196000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004020008,拨备(非流动),1695063000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004020997,非流动负债其他项目,18312200000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004020999,非流动负债合计,38565180000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004025999,总负债,213950170000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004027999,少数股东权益,467342000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004028999,净资产,189205119000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004030001,股本,407000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004030002,储备,188737370000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004030999,股东权益,188737777000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004036999,总权益,189205119000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,227770299000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-12-31 00:00:00,001,12-31,004039999,总权益及总负债,403155289000.0,2024-12-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001002,物业厂房及设备,16154692000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001004,无形资产,8388912000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001009,递延税项资产,2293469000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001017,长期投资,313216000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001019,其他投资,6446306000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001022,指定以公允价值记账之金融资产,58454489000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001030,中长期存款,39929852000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001997,非流动资产其他项目,16053319000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004001999,非流动资产合计,148034255000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002001,存货,49313196000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002003,应收帐款,14372495000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002004,应收票据,2586998000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002005,预付款按金及其他应收款,22062267000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002008,短期投资,,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002009,受限制存款及现金,4921119000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002010,现金及等价物,39655354000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002011,短期存款,39343922000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002013,指定以公允价值记账之金融资产(流动),20584291000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002020,贷款及垫款(流动),10071468000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004002999,流动资产合计,202911110000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004009999,总资产,350945365000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004011001,应付帐款,68688815000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004011003,应付税项,3293507000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004011008,其他应付款及应计费用,30780666000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004011009,预收款项,14267020000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004011010,短期贷款,4944089000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004011012,拨备(流动),6643773000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004011999,流动负债合计,128617870000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004013999,净流动资产,74293240000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004015999,总资产减流动负债,222327495000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004020001,长期贷款,22416058000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004020003,递延税项负债,1236418000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004020008,拨备(非流动),1351873000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004020997,非流动负债其他项目,19498622000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004020999,非流动负债合计,44502971000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004025999,总负债,173120841000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004027999,少数股东权益,580468000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004028999,净资产,177824524000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004030001,股本,406000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004030002,储备,177243650000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004030999,股东权益,177244056000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004036999,总权益,177824524000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004037999,总权益及非流动负债,222327495000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-09-30 00:00:00,004,12-31,004039999,总权益及总负债,350945365000.0,2024-09-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001002,物业厂房及设备,15779911000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001004,无形资产,7719250000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001009,递延税项资产,2160968000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001017,长期投资,365749000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001019,其他投资,6666577000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001022,指定以公允价值记账之金融资产,58699067000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001030,中长期存款,32988833000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001997,非流动资产其他项目,14814712000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004001999,非流动资产合计,139195067000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002001,存货,51524154000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002003,应收帐款,13648816000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002004,应收票据,62812000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002005,预付款按金及其他应收款,24114891000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002008,短期投资,1011263000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002009,受限制存款及现金,4812210000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002010,现金及等价物,39335820000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002011,短期存款,37863112000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002013,指定以公允价值记账之金融资产(流动),19620204000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002020,贷款及垫款(流动),10986878000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004002999,流动资产合计,202980160000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004009999,总资产,342175227000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004011001,应付帐款,66772473000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004011003,应付税项,2500246000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004011008,其他应付款及应计费用,27373634000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004011009,预收款项,13506871000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004011010,短期贷款,8943685000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004011012,拨备(流动),6905510000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004011999,流动负债合计,126002419000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004013999,净流动资产,76977741000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004015999,总资产减流动负债,216172808000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004020001,长期贷款,21037527000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004020003,递延税项负债,1130255000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004020008,拨备(非流动),1224720000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004020997,非流动负债其他项目,19584484000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004020999,非流动负债合计,42976986000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004025999,总负债,168979405000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004027999,少数股东权益,624075000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004028999,净资产,173195822000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004030001,股本,407000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004030002,储备,172571340000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004030999,股东权益,172571747000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004036999,总权益,173195822000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004037999,总权益及非流动负债,216172808000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-06-30 00:00:00,002,12-31,004039999,总权益及总负债,342175227000.0,2024-06-30 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001002,物业厂房及设备,14324160000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001004,无形资产,8079485000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001009,递延税项资产,2357527000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001017,长期投资,364404000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001019,其他投资,7075190000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001022,指定以公允价值记账之金融资产,58135532000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001030,中长期存款,19603480000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001997,非流动资产其他项目,17014313000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004001999,非流动资产合计,126954091000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002001,存货,51918525000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002003,应收帐款,11213539000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002004,应收票据,261450000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002005,预付款按金及其他应收款,23562064000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002008,短期投资,1002998000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002009,受限制存款及现金,4492491000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002010,现金及等价物,34896211000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002011,短期存款,47972147000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002013,指定以公允价值记账之金融资产(流动),13657460000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002020,贷款及垫款(流动),11040569000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004002999,流动资产合计,200017454000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004009999,总资产,326971545000.0,2024-03-31 00:00:00
01810.HK,01810,小米集团-W,10932245,2024-03-31 00:00:00,003,12-31,004011001,应付帐款,60547077000.0,2024-03-31 00:00:00
