日期,开盘,收盘,最高,最低,成交量,成交额,trend_sma_20,trend_sma_50,trend_ema_12,trend_ema_26,trend_macd,trend_macd_signal,trend_macd_hist,momentum_rsi_14,momentum_stoch_k,momentum_stoch_d,momentum_stoch_j,volatility_bbands_upper,volatility_bbands_middle,volatility_bbands_lower,volatility_atr_14,volume_obv,volume_ad,volume_vwap
2024-08-20,17.96,17.68,17.96,17.28,79865450,1402496592.0,16.585999999999977,16.884,16.958196572516425,16.800453158940343,0.1577434135760818,-0.03774686997306933,0.19549028354915113,63.19554547604345,88.68038448534044,90.95780529691233,84.12554286219668,17.702143359968183,16.585999999999977,15.469856640031772,0.54711174990431,7199533504.0,-1492940571.6820207,17.024828032644546
2024-08-21,17.32,17.52,17.52,17.1,98036616,1701454976.0,16.634999999999977,16.887999999999998,17.04462786905236,16.85375292494476,0.1908749441075983,0.007977492843064203,0.1828974512645341,60.29849780426062,83.83084577114445,88.09821874512943,75.2960998231745,17.822526841802446,16.634999999999977,15.447473158197507,0.5494609106254306,7101496888.0,-1394903955.6820207,17.02502120263652
2024-08-22,18.5,19.1,19.24,18.38,434622720,8189768192.0,16.77999999999998,16.9272,17.36083896612123,17.020141597171076,0.3406973689501527,0.0745214680644819,0.2661759008856708,73.31024364852941,87.85197722726592,86.7877358279169,89.98046002596394,18.36225156027765,16.77999999999998,15.19774843972231,0.6330708455807569,7536119608.0,-1101786307.3099246,17.02954722818714
2024-08-23,19.0,18.82,19.14,18.68,123160023,2320725840.0,16.902999999999977,16.9524,17.585325279025653,17.15346444182507,0.43186083720058477,0.14598934189170248,0.2858714953088823,68.9947516509784,88.50445255554257,86.72909185131762,92.05517396399247,18.70301222218112,16.902999999999977,15.102987777818836,0.6207086423249886,7412959585.0,-1149979359.7881854,17.030807657880075
2024-08-26,19.0,18.72,19.0,18.52,85190286,1590562384.0,16.99799999999998,16.980800000000002,17.759890620714014,17.269504112800988,0.4903865079130263,0.21486877509596725,0.27551773281705905,67.46723753279444,90.23623082267683,88.86422020182842,92.98025206437367,18.963417004098876,16.99799999999998,15.032582995901084,0.6106580250160609,7327769299.0,-1164177740.7881856,17.03161570737664
2024-08-27,18.58,18.88,18.9,18.44,88144342,1649128608.0,17.12599999999998,17.012000000000004,17.932215140604164,17.38880010444536,0.5434150361588053,0.28057802730853487,0.2628370088502704,68.6626986024879,88.16029143898011,88.96699160573314,86.54689110547406,19.22689885525242,17.12599999999998,15.025101144747541,0.5998967375149135,7415913641.0,-1083698124.1794899,17.032447729234324
2024-08-28,18.8,18.96,19.02,18.62,76185975,1435758416.0,17.231999999999978,17.043600000000005,18.090335888203523,17.50518528189385,0.5851506063096714,0.3414925431087622,0.24365806320090921,69.27072371318482,89.0868773263643,89.16113319600704,88.93836558707883,19.473692217946326,17.231999999999978,14.99030778205363,0.5856183991209909,7492099616.0,-1030367941.6794895,17.033219517464318
2024-08-29,18.68,18.88,18.9,18.42,69733894,1304358384.0,17.341999999999977,17.051600000000004,18.21182267463375,17.607023409160973,0.6047992654727778,0.39415388758156533,0.21064537789121252,67.8529294757921,89.71317170967643,88.98678015834025,91.16595481234879,19.678455435055685,17.341999999999977,15.005544564944268,0.58235994204092,7422365722.0,-966445205.5128227,17.03387404305497
2024-08-30,18.88,19.5,19.7,18.82,177604614,3468316736.0,17.51299999999998,17.071200000000005,18.410003801613176,17.747243897371273,0.6627599042419021,0.4478750909136327,0.21488481332826942,72.54321748335661,90.94687045921548,89.91563983175205,93.00933171414235,19.95327129639328,17.51299999999998,15.072728703606682,0.6036199461808541,7599970336.0,-869569961.5128225,17.03613304371265
2024-09-02,19.3,19.06,19.56,18.98,81454069,1561153248.0,17.67299999999998,17.088800000000003,18.51000321674961,17.844485090158585,0.6655181265910244,0.49140369804911105,0.17411442854191334,65.26561675416147,86.96370075374558,89.2079143075458,82.47527364614515,20.078137002335005,17.67299999999998,15.267862997664956,0.6019328071679358,7518516267.0,-928553942.5128229,17.037104732885528
2024-09-03,19.06,19.18,19.32,18.9,66363685,1268400400.0,17.84099999999998,17.112000000000002,18.613079644941976,17.94341212051721,0.6696675244247672,0.5270564633242423,0.1426110611005249,66.25976859543053,85.48189194537912,87.79748771944669,80.85070039724397,20.17322554655443,17.84099999999998,15.50877445344553,0.5889376066559405,7584879952.0,-906432714.1794895,17.037871377868644
2024-09-04,18.82,18.66,18.86,18.44,106320627,1980583440.0,17.97899999999998,17.129600000000003,18.62029816110475,17.9964927041826,0.623805456922149,0.5464062620438236,0.07739919487832536,58.45243846549463,74.1935483870969,82.2130470287405,58.154551103809695,20.15701652886311,17.97899999999998,15.800983471136854,0.5997277776090876,7478559325.0,-901369827.1794896,17.038817364581938
2024-09-05,18.64,18.54,18.82,18.32,94213782,1740333984.0,18.113999999999983,17.144000000000002,18.607944597857866,18.036752503872776,0.5711920939850899,0.5513634284320769,0.019828665553012992,56.78947365926792,66.20347394540956,75.29297142596182,48.024478984305034,20.068158642485447,18.113999999999983,16.15984135751452,0.5926043649227241,7384345543.0,-912675481.01949,17.03960629967064
2024-09-09,18.3,18.62,18.62,18.24,149404091,2762146688.0,18.224999999999987,17.1856,18.609799275110504,18.079956022104422,0.5298432530060815,0.5470593933468778,-0.017216140340796326,57.654405887398966,57.94871794871809,66.11524676040816,41.615660325337956,20.023082311797733,18.224999999999987,16.42691768820224,0.5774183388568154,7533749634.0,-763271390.01949,17.040800930708095
2024-09-10,18.62,18.66,18.7,18.18,81163590,1506478688.0,18.334999999999987,17.229200000000002,18.61752246355504,18.12292224268928,0.4946002208657596,0.5365675588506542,-0.041967337984894604,58.10594935549106,57.94871794871809,60.70030328094855,52.44554728425716,19.947296498786745,18.334999999999987,16.72270350121323,0.5733170289384714,7614913224.0,-694594506.1733359,17.041458014430667
2024-09-11,18.34,18.96,19.06,18.34,74641703,1404606096.0,18.437999999999988,17.2752,18.670211315315804,18.184928002490075,0.4852833128257288,0.5263107096456692,-0.04102739681994039,61.42802246444737,56.59244264507441,57.496626180836834,54.78407557354954,19.929088193233373,18.437999999999988,16.946911806766604,0.5837943840142946,7689554927.0,-640686609.5622244,17.042173902809296
2024-09-12,19.02,18.92,19.3,18.84,69973131,1331837280.0,18.54099999999999,17.315600000000003,18.708640343728757,18.2393777800834,0.4692625636453549,0.5149010804456063,-0.04563851680025144,60.736462653401816,53.33333333333355,55.958164642375316,48.08367071525002,19.856049808942537,18.54099999999999,17.225950191057443,0.5749519280132737,7619581796.0,-686321260.2143978,17.042934174556397
2024-09-13,18.96,19.22,19.44,18.92,73146752,1407932736.0,18.64099999999999,17.363200000000003,18.787311060078178,18.312016463040187,0.4752945970379905,0.5069797837640831,-0.03168518672609266,64.00912751971255,56.140350877193185,55.35537561853368,57.7103013945122,19.837894314465455,18.64099999999999,17.444105685534527,0.5710267902980398,7692728548.0,-675067913.7528601,17.043797926606413
2024-09-16,18.98,19.24,19.3,18.94,27267287,522122288.0,18.73699999999999,17.4156,18.856955512373844,18.38075598429647,0.4761995280773732,0.5008237326267412,-0.02462420454936798,64.22322263229727,62.280701754386115,57.25146198830424,72.33918128654986,19.794565128017883,18.73699999999999,17.6794348719821,0.555953448133894,7719995835.0,-656889722.419527,17.044114743991226
2024-09-17,19.2,19.52,19.58,19.14,44239073,860984368.0,18.83199999999999,17.4768,18.95896235662402,18.46514442990414,0.49381792671988123,0.49942257144536917,-0.0056046447254879395,67.16782558766674,75.43859649122818,64.61988304093579,97.07602339181298,19.809457927483198,18.83199999999999,17.854542072516782,0.5476710589814728,7764234908.0,-624715851.1467996,17.04469007212927
2024-09-19,19.46,19.8,19.98,19.28,127470344,2511653680.0,18.93799999999999,17.5448,19.088352763297248,18.564022620281612,0.5243301430156357,0.5044040857594225,0.019926057256213214,69.8409991543685,82.63157894736855,73.4502923976609,100.99415204678385,19.850394651452635,18.93799999999999,18.025605348547348,0.5585516976256534,7891705252.0,-562801684.0610852,17.046537378033186
2024-09-20,19.8,19.88,20.2,19.72,134110539,2673886720.0,19.05599999999999,17.62,19.2101446458669,18.66150242618668,0.5486422196802216,0.5132517125435824,0.03539050713663927,70.57808005911971,87.43877019280892,81.83631521046851,98.64368015748971,19.799031627859577,19.05599999999999,18.312968372140404,0.5529408620809638,8025815791.0,-607505197.0610852,17.048659451059095
2024-09-23,19.88,20.55,20.8,19.84,196007468,4023938080.0,19.128499999999992,17.697400000000002,19.416276238810454,18.801391135358035,0.6148851034524192,0.5335783907253497,0.08130671272706946,75.89213921633447,88.2054770362534,86.09194205881026,92.43254699113967,20.116979134832533,19.128499999999992,18.14002086516745,0.5820165147894665,8221823259.0,-513584951.9777518,17.052252589827656
2024-09-24,20.9,21.2,21.45,20.8,231382970,4896974592.0,19.24749999999999,17.7846,19.69069527899346,18.979065866072254,0.7116294129212051,0.5691885951645208,0.14244081775668427,79.7191876564065,88.9903903899741,88.2115458730121,90.54807942389809,20.574012344457984,19.24749999999999,17.920987655542,0.604729620875933,8453206229.0,-460188881.9777522,17.0574375055018
2024-09-25,21.85,20.55,21.85,20.4,295113552,6156916736.0,19.33899999999999,17.8664,19.82289600530216,19.09543135747431,0.7274646478278477,0.6008438056971862,0.1266208421306615,68.0803010901411,82.46347066802916,86.55311269808551,74.28418660791644,20.756672740797164,19.33899999999999,17.92132725920282,0.6651060765276523,8158092677.0,-694244457.7018894,17.063682413782427
2024-09-26,20.85,21.5,21.5,20.35,277149968,5832683520.0,19.46999999999999,17.9696,20.080912004486443,19.273547553216954,0.8073644512694891,0.6421479348116468,0.1652165164578423,74.04473209268586,82.46520399858916,84.63968835219744,78.11623529137259,21.153151805393424,19.46999999999999,17.78684819460656,0.6997413567756771,8435242645.0,-417094489.7018894,17.069805888252947
2024-09-27,21.8,21.95,22.45,21.15,347881600,7613210624.0,19.61949999999999,18.073,20.36846400379622,19.471803290015696,0.8966607137805234,0.6930504906054221,0.20361022317510125,76.30348300575523,81.11042335368968,82.01303267343597,79.30520471419712,21.599817903771804,19.61949999999999,17.63918209622818,0.7426169741488431,8783124245.0,-336814120.47112,17.07885409091569
