日期,当日收盘价,当日涨跌幅,总市值,流通市值,总股本,流通股本,市盈率,市盈率(静),市净率,PEG值,市现率,市销率
2025-11-18,59.94,-3.633440514469,98373227281.02,88460592897.96,1641194983,1475819034,-48.62089042,-12.44509178,2.3198735,0.191998264193,27.67273188,9.46259745
2025-11-17,62.2,9.874580462816,102082327942.6,91795943914.8,1641194983,1475819034,-50.45411051,-12.91432614,2.40734287,0.199237437975,28.71611483,9.81937873
2025-11-14,56.61,-4.857142857143,92908047987.63,83546115514.74,1641194983,1475819034,-45.91972984,-11.75369779,2.19099164,0.181331693956,26.13535789,8.93689759
2025-11-13,59.5,9.981515711645,97651101488.5,87811232523.0,1641194983,1475819034,-48.26398031,-12.35373642,2.30284407,0.190588867512,27.46959538,9.39313561
2025-11-12,54.1,-2.205350686913,88788648580.3,79841809739.4,1641194983,1475819034,-43.88371991,-11.23255698,2.09384645,0.173291726587,24.97655647,8.54064935
2025-11-11,55.32,-3.808033385498,90790906459.56,81642308960.88,1641194983,1475819034,-44.8733343,-11.48586048,2.14106443,0.177199599179,25.53979859,8.7332481
2025-11-10,57.51,0.912440779084,94385123472.33,84874352645.34,1641194983,1475819034,-46.64977324,-11.94056103,2.22582458,0.184214550777,26.55086437,9.07897863
2025-11-07,56.99,3.35509611897,93531702081.17,84106926747.66,1641194983,1475819034,-46.22797039,-11.83259561,2.20569888,0.182548900182,26.31079396,8.99688736
2025-11-06,55.14,1.603095632946,90495491362.62,81376661534.76,1641194983,1475819034,-44.72732562,-11.44848784,2.13409785,0.176623027815,25.4566973,8.70483189
2025-11-05,54.27,3.866028708134,89067651727.41,80092698975.18,1641194983,1475819034,-44.021617,-11.26785337,2.10042601,0.173836266222,25.05504103,8.56748688
2025-11-04,52.25,-2.935166264165,85752437861.75,77111544526.5,1641194983,1475819034,-42.38307515,-10.84844921,2.02224542,0.167365854259,24.12245981,8.24859387
2025-11-03,53.83,0.805243445693,88345525934.89,79443338600.22,1641194983,1475819034,-43.66470689,-11.17649801,2.08339657,0.172426869541,24.85190452,8.49802504
2025-10-31,53.4,-4.094827586207,87639812092.2,78808736415.6,1641194983,1475819034,-43.31590838,-11.08721891,2.06675417,0.171049504628,24.65338476,8.43014187
2025-10-30,55.68,9.671065589915,91381736653.44,82173603813.12,1641194983,1475819034,-45.16535166,-11.56060578,2.15499761,0.178352741908,25.70600119,8.79008051
2025-10-29,50.77,4.658833230262,83323469286.91,74927332356.18,1641194983,1475819034,-31.87096466,-10.54116299,1.96496459,0.12585474762,16.21492392,7.2596728
2025-10-28,48.51,-1.422475106686,79614368625.33,71591981339.34,1641194983,1475819034,-30.45224533,-10.07192864,1.87749522,0.120252389326,15.49312506,6.93651226
2025-10-27,49.21,1.234313927175,80763205113.43,72625054663.14,1641194983,1475819034,-30.89167167,-10.21726671,1.9045875,0.121987633041,15.71669108,7.03660624
2025-10-24,48.61,1.249739637576,79778488123.63,71739563242.74,1641194983,1475819034,-30.51502052,-10.09269122,1.88136555,0.120500281279,15.52506307,6.9508114
2025-10-23,48.01,4.437676745704,78793771133.83,70854071822.34,1641194983,1475819034,-30.13836938,-9.96811572,1.85814359,0.119012929558,15.33343505,6.86501657
2025-10-22,45.97,0.789300591975,75445733368.51,67843400992.98,1641194983,1475819034,-28.85775547,-9.54455905,1.77918894,0.113955933569,14.6818998,6.57331414
2025-10-21,45.61,0.263794240492,74856116400.63,67313319366.74,1641221583,1475845634,-28.63222884,-9.46996723,1.76528437,0.113065355031,14.56715908,6.52194294
2025-10-20,45.49,-2.277121374866,74659169810.67,67136217890.66,1641221583,1475845634,-28.55689739,-9.44505173,1.76063991,0.112767879861,14.52883286,6.5047837
2025-10-17,46.55,-2.0,76398864688.65,68700614262.7,1641221583,1475845634,-29.2223252,-9.66513867,1.80166603,0.115395577202,14.86738117,6.65635702
2025-10-16,47.5,0.422832980973,77958025192.5,70102667615.0,1641221583,1475845634,-29.81869918,-9.8623864,1.83843472,0.117750588967,15.17079712,6.79220105
2025-10-15,47.3,0.681140911026,77629780875.9,69807498488.2,1641221583,1475845634,-29.69314677,-9.82086056,1.83069395,0.117254797044,15.10692008,6.7636023
2025-10-14,46.98,-5.605786618445,77104589969.34,69335227885.32,1641221583,1475845634,-29.4922629,-9.75441922,1.8183087,0.116461529911,15.00471681,6.71784432
2025-10-13,49.77,4.449108079748,81683598185.91,73452837204.18,1641221583,1475845634,-31.24371912,-10.33370465,1.92629255,0.123377827641,15.89580153,7.11679676
2025-10-10,47.65,-7.169296707578,78204208429.95,70324044460.1,1641221583,1475845634,-29.9128635,-9.89353078,1.84424031,0.118122432959,15.2187049,6.8136501
2025-10-09,51.33,7.904141265503,84243903855.39,75755156393.22,1641221583,1475845634,-32.22302798,-10.65760619,1.98667062,0.127245004889,16.39404244,7.33986694
2025-09-30,47.57,2.433247200689,78072910703.31,70205976809.38,1641221583,1475845634,-29.86264253,-9.87692044,1.841144,0.117924116166,15.19315408,6.8022106
2025-09-29,46.44,3.730176457449,76218330314.52,68538271242.96,1641221583,1475845634,-29.15327137,-9.64229946,1.81857814,0.115122891626,14.8322488,6.64062772
2025-09-26,44.77,0.179010964422,73477490270.91,66073609034.18,1641221583,1475845634,-28.10490868,-9.29555872,1.75318138,0.110983028802,14.29887551,6.40182823
2025-09-25,44.69,3.114905399169,73346192544.27,65955541383.46,1641221583,1475845634,-28.05468772,-9.27894838,1.75004861,0.110784712049,14.2733247,6.39038873
2025-09-24,43.34,1.214385801028,71130543407.22,63963149777.56,1641221583,1475845634,-27.2072089,-8.99864898,1.69718296,0.107438116357,13.84215468,6.19734723
2025-09-23,42.82,-2.393435149305,70277108184.06,63195710047.88,1641221583,1475845634,-26.88077261,-8.8906818,1.6768199,0.106149057261,13.67607437,6.1229905
2025-09-22,43.87,-2.532770495445,72000390846.21,64745347963.58,1641221583,1475845634,-27.5399228,-9.10869245,1.71793762,0.108751965008,14.01142883,6.27313389
2025-09-19,45.01,4.310544611819,73871383450.83,66427811986.34,1641221583,1475845634,-28.25557158,-9.34538972,1.76257972,0.111577979142,14.37552796,6.43614672
2025-09-18,43.15,-3.661531591873,70818711306.45,63682739107.1,1641221583,1475845634,-27.0879341,-8.95919943,1.68974261,0.106967113989,13.78147149,6.17017842
2025-09-17,44.79,0.674308833446,73510314702.57,66103125946.86,1641221583,1475845634,-28.11746393,-9.2997113,1.75396458,0.11103260803,14.30526322,6.4046881
2025-09-16,44.49,-1.809755020967,73017948227.67,65660372256.66,1641221583,1475845634,-27.9291353,-9.23742254,1.74221666,0.110288920086,14.20944766,6.36178999
2025-09-15,45.31,2.907108789462,74363749925.73,66870565676.54,1641221583,1475845634,-28.44390021,-9.40767848,1.77432764,0.112321667087,14.47134352,6.47904483
2025-09-12,44.03,0.227634873663,72262986299.49,64981483265.02,1641221583,1475845634,-27.64036474,-9.14191312,1.72420318,0.109148598594,14.06253046,6.29601288
2025-09-11,43.93,0.0,72098864141.19,64833898701.62,1641221583,1475845634,-27.57758853,-9.1211502,1.72028721,0.108900702613,14.03059194,6.28171351
2025-09-10,43.93,-4.995674740484,72098864141.19,64833898701.62,1641221583,1475845634,-27.57758853,-9.1211502,1.72028721,0.108900702613,14.03059194,6.28171351
2025-09-09,46.24,-2.323616392057,75890085997.92,68243102116.16,1641221583,1475845634,-29.02771895,-9.60077362,1.8107462,0.114627099663,14.76837176,6.61202898
2025-09-08,47.34,2.135922330097,77695429739.22,69866532313.56,1641221583,1475845634,-29.71825725,-9.82916573,1.85382191,0.11735395542,15.11969548,6.76932205
2025-09-05,46.35,8.649789029536,76070620372.05,68405445135.9,1641221583,1475845634,-29.09677278,-9.62361283,1.81505377,0.114899785239,14.80350413,6.62775828
2025-09-04,42.66,1.282051282051,70014512730.78,62959574746.44,1641221583,1475845634,-26.78033068,-8.85746113,1.67055434,0.105752423715,13.62497274,6.10011151
2025-09-03,42.12,-1.080319398779,69128253075.96,62162618104.08,1641221583,1475845634,-26.44133915,-8.74534137,1.64940808,0.10441378543,13.45250473,6.02289491
2025-09-02,42.58,-2.918376652987,69883215004.14,62841507095.72,1641221583,1475845634,-26.73010971,-8.8408508,1.66742156,0.105554106922,13.59942192,6.08867201
2025-09-01,43.86,-0.227479526843,71983978630.38,64730589507.24,1641221583,1475845634,-27.53364518,-9.10661616,1.71754603,0.108727175414,14.00823498,6.27170395
2025-08-29,43.96,2.710280373832,72148100788.68,64878174070.64,1641221583,1475845634,-18.48282709,-9.12737908,1.721462,0.072986543192,21.46305342,5.52306926
2025-08-28,42.8,0.070142623334,70244283752.4,63166193135.2,1641221583,1475845634,-17.99510918,-8.88652922,1.6760367,0.071060601661,20.89669441,5.37732858
2025-08-27,42.77,-2.596219539968,70195047104.91,63121917766.18,1641221583,1475845634,-17.98249579,-8.88030034,1.67486191,0.071010792845,20.8820472,5.37355942
2025-08-26,43.91,0.159671532847,72066039709.53,64804381788.94,1641221583,1475845634,-18.46180477,-9.11699762,1.71950401,0.072903528485,21.4386414,5.51678733
2025-08-25,43.84,1.716937354988,71951154198.72,64701072594.56,1641221583,1475845634,-18.43237352,-9.10246357,1.71676283,0.072787307888,21.40446456,5.50799264
2025-08-22,43.1,1.078799249531,70736650227.3,63608946825.4,1641221583,1475845634,-18.12124312,-8.94881797,1.68778463,0.071558689979,21.04316657,5.41502013
2025-08-21,42.64,-0.92936802974,69981688299.12,62930057833.76,1641221583,1475845634,-17.92783774,-8.85330855,1.66977115,0.070794954537,20.81857593,5.35722641
2025-08-20,43.04,-1.914311759344,70638176932.32,63520396087.36,1641221583,1475845634,-18.09601633,-8.93636022,1.68543504,0.071459072307,21.01387214,5.40748182
2025-08-19,43.88,-1.304543409807,72016803062.04,64760106419.92,1641221583,1475845634,-18.44919137,-9.11076874,1.71832922,0.07285371963,21.42399418,5.51301818
2025-08-18,44.46,1.576422206991,72968711580.18,65616096887.64,1641221583,1475845634,-18.69305033,-9.23119367,1.74104187,0.073816690415,21.70717368,5.58588852
2025-08-15,43.77,1.719730420637,71836268687.91,64597763400.18,1641221583,1475845634,-18.40294226,-9.08792953,1.71402165,0.072671087252,21.37028772,5.49919794
2025-08-14,43.03,-3.822083147072,70621764716.49,63505637631.02,1641221583,1475845634,-18.09181187,-8.93428393,1.68504344,0.071442469382,21.00898974,5.40622544
2025-08-13,44.74,-2.484742807323,73428253623.42,66029333665.16,1641221583,1475845634,-18.81077534,-9.28932984,1.75200659,0.074281572843,21.84388103,5.6210673
2025-08-12,45.88,2.159875306168,75299246228.04,67711797687.92,1641221583,1475845634,-19.29008433,-9.52602712,1.79664869,0.076174308523,22.40047523,5.76429521
2025-08-11,44.91,9.992652461425,73707261292.53,66280227422.94,1641221583,1475845634,-18.88225125,-9.3246268,1.75866375,0.074563822932,21.92688192,5.64242585
2025-08-08,40.83,3.262518968134,67011077233.89,60258777236.22,1641221583,1475845634,-17.16682962,-8.47749972,1.59889202,0.067789821623,19.93486058,5.1298207
2025-08-07,39.54,3.616352201258,64893901391.82,58354936368.36,1641221583,1475845634,-16.62445367,-8.20965807,1.54837597,0.065648041824,19.30503031,4.96774701
2025-08-06,38.16,0.236406619385,62629015607.28,56318269393.44,1641221583,1475845634,-16.04423753,-7.92312979,1.49433553,0.063356835497,18.63125838,4.79436585
2025-08-05,38.07,-0.052507219743,62481305664.81,56185443286.38,1641221583,1475845634,-16.00639735,-7.90444316,1.49081115,0.06320740901,18.58731674,4.78305839
2025-08-04,38.09,-0.418300653595,62514130096.47,56214960199.06,1641221583,1475845634,-16.01480628,-7.90859575,1.49159435,0.0632406149,18.59708155,4.78557116
2025-08-01,38.25,0.052314935914,62776725549.75,56451095500.5,1641221583,1475845634,-16.08207771,-7.94181642,1.49785991,0.063506261985,18.67520003,4.80567332
2025-07-31,38.23,-4.13741223671,62743901118.09,56421578587.82,1641221583,1475845634,-16.07366878,-7.93766383,1.49707671,0.063473056094,18.66543522,4.80316055
2025-07-30,39.88,-1.287128712871,65451916730.04,58856723883.92,1641221583,1475845634,-16.76740547,-8.28025199,1.56169028,0.066212541923,19.47103209,5.0104641
2025-07-29,40.4,-0.834560628375,66305351953.2,59624163613.6,1641221583,1475845634,-16.98603764,-8.38821917,1.58205334,0.067075895037,19.72491716,5.07579613
2025-07-28,40.74,-2.745285270948,66863367291.42,60125951129.16,1641221583,1475845634,-17.12898944,-8.45881309,1.59536765,0.067640395136,19.89091894,5.11851323
2025-07-25,41.89,3.971208736659,68750772111.87,61823173608.26,1641221583,1475845634,-17.61250289,-8.69758666,1.64040134,0.069549733741,20.45239554,5.26299753
2025-07-24,40.29,9.99180999181,66124817579.07,59461820593.86,1641221583,1475845634,-16.93978853,-8.36537996,1.57774577,0.066893262659,19.6712107,5.0619759
2025-07-23,36.63,-0.623982637005,60117946585.29,54060225573.42,1641221583,1475845634,-15.40095442,-7.60545713,1.43442113,0.060816585011,17.88425038,4.60213892
2025-07-22,36.86,2.674094707521,60495427549.38,54399670069.24,1641221583,1475845634,-15.49765711,-7.65321185,1.44342787,0.061198452733,17.9965457,4.63103578
2025-07-21,35.9,-0.277777777778,58919854829.7,52982858260.6,1641221583,1475845634,-15.09402849,-7.45388783,1.40583453,0.059604570067,17.5278348,4.5104228
2025-07-18,36.0,5.109489051095,59083976988.0,53130442824.0,1641221583,1475845634,-15.13607314,-7.47465074,1.4097505,0.05977059952,17.57665885,4.52298665
2025-07-17,34.25,3.662227602906,56211839217.75,50547712964.5,1641221583,1475845634,-14.40029181,-7.11129967,1.34122096,0.056865084278,16.72223794,4.30311925
2025-07-16,33.04,-2.479338842975,54225961102.32,48761939747.36,1641221583,1475845634,-13.89155157,-6.86006835,1.29383768,0.054856128001,16.1314669,4.15109664
2025-07-15,33.88,-1.022494887526,55604587232.04,50001650079.92,1641221583,1475845634,-14.24472661,-7.03447687,1.32673186,0.056250775323,16.54158894,4.256633
2025-07-14,34.23,2.916416115454,56179014786.09,50518196051.82,1641221583,1475845634,-14.39188288,-7.10714708,1.34043777,0.056831878387,16.71247313,4.30060648
