时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2025-11-14 11:00:00,1469.0,1467.56,1469.05,1466.81,-0.1,-1.44,244,35828015.0,0.15,0.0
2025-11-14 11:05:00,1467.56,1466.7,1469.35,1466.6,-0.06,-0.86,195,28615474.0,0.19,0.0
2025-11-14 11:10:00,1466.7,1466.5,1467.52,1466.29,-0.01,-0.2,224,32851557.0,0.08,0.0
2025-11-14 11:15:00,1466.6,1466.6,1467.94,1466.2,0.01,0.1,162,23766509.0,0.12,0.0
2025-11-14 11:20:00,1467.31,1466.54,1467.52,1466.19,0.0,-0.06,151,22145632.0,0.09,0.0
2025-11-14 11:25:00,1467.0,1466.82,1467.73,1466.54,0.02,0.28,288,42250343.0,0.08,0.0
2025-11-14 11:30:00,1466.82,1466.49,1466.98,1466.49,-0.02,-0.33,168,24640566.0,0.03,0.0
2025-11-14 13:05:00,1466.47,1465.29,1466.77,1464.11,-0.08,-1.2,825,120893637.0,0.18,0.01
2025-11-14 13:10:00,1465.29,1465.47,1466.38,1464.9,0.01,0.18,321,47043618.0,0.1,0.0
2025-11-14 13:15:00,1464.99,1465.83,1466.26,1464.99,0.02,0.36,241,35326562.0,0.09,0.0
2025-11-14 13:20:00,1465.83,1465.0,1465.83,1464.5,-0.06,-0.83,352,51568888.0,0.09,0.0
2025-11-14 13:25:00,1465.07,1464.78,1465.7,1464.7,-0.02,-0.22,425,62261092.0,0.07,0.0
2025-11-14 13:30:00,1464.77,1464.22,1464.77,1464.01,-0.04,-0.56,359,52566914.0,0.05,0.0
2025-11-14 13:35:00,1464.23,1464.97,1465.88,1464.12,0.05,0.75,199,29151640.0,0.12,0.0
2025-11-14 13:40:00,1464.7,1464.6,1465.2,1464.5,-0.03,-0.37,306,44822046.0,0.05,0.0
2025-11-14 13:45:00,1464.72,1466.4,1466.66,1464.61,0.12,1.8,235,34449897.0,0.14,0.0
2025-11-14 13:50:00,1466.41,1466.0,1467.13,1466.0,-0.03,-0.4,234,34384255.0,0.08,0.0
2025-11-14 13:55:00,1466.55,1466.4,1466.71,1466.05,0.03,0.4,199,29182851.0,0.05,0.0
2025-11-14 14:00:00,1466.4,1466.36,1466.5,1466.05,0.0,-0.04,157,23020043.0,0.03,0.0
2025-11-14 14:05:00,1466.34,1466.0,1466.6,1464.96,-0.02,-0.36,476,69766357.0,0.11,0.0
2025-11-14 14:10:00,1466.1,1466.52,1466.82,1465.8,0.04,0.52,389,57034213.0,0.07,0.0
2025-11-14 14:15:00,1466.49,1465.78,1467.68,1465.78,-0.05,-0.74,348,51028823.0,0.13,0.0
2025-11-14 14:20:00,1465.76,1465.17,1465.78,1464.7,-0.04,-0.61,310,45423764.0,0.07,0.0
2025-11-14 14:25:00,1465.22,1464.51,1465.36,1464.51,-0.05,-0.66,340,49806932.0,0.06,0.0
2025-11-14 14:30:00,1464.5,1464.2,1464.51,1464.04,-0.02,-0.31,282,41292701.0,0.03,0.0
2025-11-14 14:35:00,1464.3,1463.92,1464.37,1463.77,-0.02,-0.28,544,79644313.0,0.04,0.0
2025-11-14 14:40:00,1463.83,1463.0,1464.0,1463.0,-0.06,-0.92,386,56487812.0,0.07,0.0
2025-11-14 14:45:00,1463.0,1461.04,1463.2,1461.04,-0.13,-1.96,718,104992120.0,0.15,0.01
2025-11-14 14:50:00,1461.01,1458.48,1461.02,1458.0,-0.18,-2.56,1656,241755412.0,0.21,0.01
2025-11-14 14:55:00,1458.48,1456.92,1459.31,1456.91,-0.11,-1.56,1647,240159969.0,0.16,0.01
2025-11-14 15:00:00,1457.0,1456.6,1457.49,1456.3,-0.02,-0.32,985,143524475.0,0.08,0.01
